time,cc,pci,earfcn,rsrp,pl,cfo,dl_mcs,dl_snr,dl_turbo,dl_brate,dl_bler,ul_ta,ul_mcs,ul_buff,ul_brate,ul_bler,rf_o,rf_u,rf_l,is_attached,ue_file_id,dataset_group,scenario,training_id,experiment_id,base_station_id,source_file
223360,0,1,3400,-72.0,72.0,-365.0,10.0,13.0,0.51,180064.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
223609,0,1,3400,-73.0,73.0,-362.0,4.8,12.0,0.5,87808.765625,0.0,27.0,0.0,0.0,23713.146484,24.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
223858,0,1,3400,-73.0,73.0,-361.0,3.8,12.0,0.5,24192.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
224107,0,1,3400,-73.0,73.0,-366.0,4.4,12.0,0.5,56988.046875,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
224356,0,1,3400,-73.0,73.0,-364.0,5.7,12.0,0.5,102119.523438,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
224605,0,1,3400,-73.0,73.0,-361.0,8.4,12.0,0.56,177472.0,0.0,27.0,0.25,0.0,24960.0,50.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
224854,0,1,3400,-72.0,72.0,-367.0,1.0,13.0,0.5,30788.84375,0.0,27.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
225103,0,1,3400,-72.0,72.0,-363.0,1.0,13.0,0.5,26880.0,0.0,27.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
225352,0,1,3400,-72.0,72.0,-364.0,1.0,13.0,0.5,33285.140625,0.0,27.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
225601,0,1,3400,-73.0,73.0,-367.0,1.0,13.0,0.5,31681.275391,0.0,27.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
225850,0,1,3400,-73.0,73.0,-367.0,1.0,12.0,0.5,30464.0,0.0,27.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
226099,0,1,3400,-73.0,73.0,-364.0,1.0,12.0,0.5,10304.0,0.0,27.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
226348,0,1,3400,-73.0,73.0,-363.0,1.0,12.0,0.5,20302.789062,0.0,27.0,0.95,539.0,0.0,80.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
226597,0,1,3400,-73.0,73.0,-366.0,4.5,12.0,0.5,76512.0,0.0,27.0,0.0,1077.0,0.0,67.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
226846,0,1,3400,-73.0,73.0,-366.0,5.8,12.0,0.5,109312.0,0.0,27.0,0.0,1077.0,0.0,100.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
227095,0,1,3400,-73.0,73.0,-366.0,5.9,12.0,0.5,109577.6875,0.0,27.0,0.0,1035.0,0.0,80.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
227344,0,1,3400,-73.0,73.0,-365.0,5.9,12.0,0.5,79872.0,0.0,27.0,0.0,650.0,7168.0,50.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
227593,0,1,3400,-73.0,73.0,-363.0,14.0,12.0,1.5,79936.0,42.0,27.0,0.56,0.0,35040.0,63.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
227842,0,1,3400,-73.0,73.0,-361.0,17.0,12.0,2.5,46661.355469,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
228091,0,1,3400,-73.0,73.0,-365.0,5.8,12.0,0.5,57984.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
228340,0,1,3400,-73.0,73.0,-364.0,6.0,12.0,0.5,97920.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
228589,0,1,3400,-73.0,73.0,-364.0,11.0,12.0,0.51,215266.9375,0.0,27.0,0.0,539.0,0.0,80.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
228838,0,1,3400,-73.0,73.0,-365.0,11.0,12.0,0.5,202912.0,0.0,27.0,0.0,497.0,0.0,75.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
229087,0,1,3400,-73.0,73.0,-371.0,11.0,12.0,0.52,151712.0,0.0,27.0,0.0,497.0,0.0,100.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
229336,0,1,3400,-73.0,73.0,-368.0,11.0,12.0,0.52,225306.765625,0.0,27.0,0.0,455.0,0.0,80.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
229585,0,1,3400,-73.0,73.0,-368.0,11.0,12.0,0.52,206880.0,0.0,27.0,0.0,993.0,0.0,80.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
229834,0,1,3400,-73.0,73.0,-365.0,9.4,12.0,0.5,117864.539062,0.0,27.0,0.0,993.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
230083,0,1,3400,-73.0,73.0,-367.0,5.7,12.0,0.5,61088.0,0.0,27.0,0.0,951.0,0.0,80.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
230332,0,1,3400,-73.0,73.0,-369.0,5.8,12.0,0.5,109280.0,0.0,27.0,0.0,909.0,0.0,80.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
230581,0,1,3400,-73.0,73.0,-365.0,5.9,12.0,0.5,103458.164062,0.0,27.0,0.0,1446.0,0.0,67.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
230830,0,1,3400,-73.0,73.0,-363.0,5.8,12.0,0.5,78278.882812,0.0,27.0,0.0,1446.0,0.0,100.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
231079,0,1,3400,-73.0,73.0,-363.0,5.8,12.0,0.5,85088.0,0.0,27.0,0.0,1404.0,0.0,80.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
231328,0,1,3400,-73.0,73.0,-360.0,5.8,12.0,0.5,104701.195312,0.0,27.0,0.0,1362.0,0.0,80.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
231577,0,1,3400,-73.0,73.0,-367.0,5.9,12.0,0.5,110112.0,0.0,27.0,0.0,1900.0,0.0,80.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
231826,0,1,3400,-73.0,73.0,-366.0,5.9,12.0,0.5,108947.789062,0.0,27.0,7.6,1842.0,2088.353516,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
232075,0,1,3400,-73.0,73.0,-364.0,5.8,12.0,0.5,87075.695312,0.0,27.0,10.0,1639.0,2454.18335,42.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
232324,0,1,3400,-73.0,73.0,-366.0,13.0,12.0,1.6,148160.0,39.0,27.0,0.38,0.0,28608.0,74.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
232573,0,1,3400,-73.0,73.0,-363.0,18.0,12.0,1.2,393344.0,0.6,27.0,0.0,539.0,0.0,88.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
232822,0,1,3400,-73.0,73.0,-366.0,17.0,12.0,1.2,434454.1875,1.0,27.0,0.0,497.0,0.0,80.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
233071,0,1,3400,-73.0,73.0,-364.0,14.0,12.0,1.1,316960.0,2.0,27.0,0.0,497.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
233320,0,1,3400,-73.0,73.0,-361.0,21.0,12.0,2.9,50656.0,68.0,27.0,0.0,0.0,8736.0,69.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
233569,0,1,3400,-73.0,73.0,-362.0,27.0,12.0,4.0,0.0,100.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
233818,0,1,3400,-73.0,73.0,-363.0,27.0,12.0,4.0,1504.0,99.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
234067,0,1,3400,-73.0,73.0,-366.0,27.0,12.0,4.0,0.0,100.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
234316,0,1,3400,-73.0,73.0,-365.0,27.0,12.0,4.0,0.0,100.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
234565,0,1,3400,-73.0,73.0,-363.0,27.0,12.0,4.0,3008.0,99.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
234814,0,1,3400,-73.0,73.0,-362.0,27.0,12.0,4.0,1498.007935,99.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
235063,0,1,3400,-73.0,73.0,-361.0,27.0,12.0,4.0,1504.0,99.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
235312,0,1,3400,-73.0,73.0,-360.0,27.0,12.0,4.0,1504.0,99.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
235561,0,1,3400,-73.0,73.0,-362.0,27.0,12.0,4.0,1498.007935,99.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
235810,0,1,3400,-73.0,73.0,-364.0,27.0,12.0,4.0,0.0,100.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
236059,0,1,3400,-73.0,73.0,-364.0,26.0,12.0,3.9,4416.0,98.0,27.0,3.5,0.0,544.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
236308,0,1,3400,-73.0,73.0,-361.0,5.8,12.0,0.5,96828.6875,0.0,27.0,4.5,539.0,0.0,50.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
236557,0,1,3400,-74.0,74.0,-363.0,5.9,11.0,0.5,66304.0,0.0,27.0,4.1,1077.0,0.0,83.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
236806,0,1,3400,-74.0,74.0,-365.0,5.2,11.0,0.5,70112.0,0.0,27.0,0.032,0.0,72608.0,27.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
237055,0,1,3400,-74.0,74.0,-365.0,6.7,11.0,0.52,99920.320312,0.0,27.0,0.008,0.0,26007.96875,24.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
237304,0,1,3400,-74.0,74.0,-364.0,6.1,11.0,0.5,103232.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
237553,0,1,3400,-74.0,74.0,-365.0,8.5,12.0,0.53,139569.71875,0.0,27.0,0.032,0.0,22215.138672,33.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
237802,0,1,3400,-73.0,73.0,-365.0,5.9,12.0,0.5,81243.03125,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
238051,0,1,3400,-73.0,73.0,-364.0,5.8,12.0,0.5,106859.4375,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
238300,0,1,3400,-73.0,73.0,-362.0,6.5,12.0,0.5,97088.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
238549,0,1,3400,-73.0,73.0,-361.0,7.2,12.0,0.5,113147.414062,0.0,27.0,0.72,0.0,26932.271484,22.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
238798,0,1,3400,-73.0,73.0,-363.0,5.7,12.0,0.5,91104.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
239047,0,1,3400,-73.0,73.0,-366.0,6.2,12.0,0.5,115360.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
239296,0,1,3400,-73.0,73.0,-364.0,5.9,12.0,0.5,120063.742188,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
239545,0,1,3400,-73.0,73.0,-363.0,5.8,12.0,0.5,106176.0,0.0,27.0,0.4,507.0,0.0,80.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
239794,0,1,3400,-73.0,73.0,-364.0,5.9,12.0,0.5,111139.445312,0.0,27.0,1.0,507.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
240043,0,1,3400,-73.0,73.0,-363.0,7.2,12.0,0.5,112192.0,0.0,27.0,0.83,0.0,25568.0,24.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
240292,0,1,3400,-73.0,73.0,-362.0,6.4,12.0,0.5,73184.0,0.0,27.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
240541,0,1,3400,-73.0,73.0,-364.0,6.4,12.0,0.5,114231.078125,0.0,27.0,0.72,0.0,29099.601562,3.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
240790,0,1,3400,-73.0,73.0,-363.0,9.0,12.0,0.52,150688.0,0.0,27.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
241039,0,1,3400,-73.0,73.0,-366.0,8.4,12.0,0.5,168480.0,0.0,27.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
241288,0,1,3400,-73.0,73.0,-366.0,7.4,12.0,0.51,139155.375,0.0,27.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
241537,0,1,3400,-74.0,74.0,-365.0,5.7,12.0,0.5,67872.0,0.0,27.0,0.53,227.0,7776.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
241786,0,1,3400,-74.0,74.0,-365.0,7.3,11.0,0.5,92000.0,0.0,27.0,1.9,0.0,18752.0,20.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
242035,0,1,3400,-74.0,74.0,-365.0,8.0,11.0,0.54,137147.40625,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
242284,0,1,3400,-74.0,74.0,-363.0,6.5,11.0,0.63,94112.0,5.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
242533,0,1,3400,-74.0,74.0,-363.0,24.0,11.0,3.8,4256.0,94.0,27.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
242782,0,1,3400,-74.0,74.0,-361.0,4.0,11.0,0.51,45035.855469,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
243031,0,1,3400,-74.0,74.0,-365.0,12.0,11.0,0.74,270176.0,0.6,27.0,1.4,0.0,31584.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
243280,0,1,3400,-74.0,74.0,-365.0,6.9,11.0,0.5,146784.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
243529,0,1,3400,-74.0,74.0,-371.0,5.5,11.0,0.5,92557.765625,0.0,27.0,0.42,0.0,26358.566406,8.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
243778,0,1,3400,-74.0,74.0,-369.0,7.7,11.0,0.5,171904.0,0.0,27.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
244027,0,1,3400,-74.0,74.0,-365.0,7.6,11.0,0.5,151681.28125,0.0,27.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
244276,0,1,3400,-74.0,74.0,-365.0,7.7,11.0,0.5,155856.578125,0.0,27.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue2.csv
