time,cc,pci,earfcn,rsrp,pl,cfo,dl_mcs,dl_snr,dl_turbo,dl_brate,dl_bler,ul_ta,ul_mcs,ul_buff,ul_brate,ul_bler,rf_o,rf_u,rf_l,is_attached,ue_file_id,dataset_group,scenario,training_id,experiment_id,base_station_id,source_file
20667,0,1,3400,-72.0,72.0,-263.0,8.8,14.0,0.5,10900.398438,0.0,27.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
20916,0,1,3400,-72.0,72.0,-264.0,15.0,14.0,1.0,10304.0,0.0,27.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
21165,0,1,3400,-72.0,72.0,-264.0,18.0,14.0,1.5,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
21414,0,1,3400,-72.0,72.0,-257.0,18.0,14.0,2.0,3744.0,33.0,27.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
21663,0,1,3400,-72.0,72.0,-258.0,11.0,13.0,0.83,12717.131836,12.0,27.0,0.024,0.0,20749.003906,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
21912,0,1,3400,-72.0,72.0,-266.0,15.0,14.0,1.8,8736.0,11.0,27.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
22161,0,1,3400,-73.0,73.0,-266.0,10.0,13.0,1.7,3808.0,8.0,27.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
22410,0,1,3400,-73.0,73.0,-268.0,9.4,13.0,2.3,16384.0,7.0,27.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
22659,0,1,3400,-73.0,73.0,-268.0,7.8,13.0,0.77,16478.087891,0.0,27.0,0.016,0.0,15840.637695,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
22908,0,1,3400,-72.0,72.0,-263.0,14.0,13.0,1.8,5504.0,33.0,27.0,0.55,0.0,1504.0,33.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
23157,0,1,3400,-72.0,72.0,-266.0,13.0,14.0,2.2,1024.0,50.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
23406,0,1,3400,-72.0,72.0,-267.0,16.0,14.0,2.4,10400.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
23655,0,1,3400,-72.0,72.0,-265.0,17.0,14.0,2.2,0.0,0.0,27.0,0.28,0.0,8796.8125,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
23904,0,1,3400,-72.0,72.0,-264.0,11.0,14.0,1.9,15072.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
24153,0,1,3400,-72.0,72.0,-265.0,4.8,14.0,0.65,23392.0,0.0,27.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
24402,0,1,3400,-72.0,72.0,-260.0,16.0,14.0,2.3,10560.0,0.0,27.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
24651,0,1,3400,-72.0,72.0,-263.0,15.0,14.0,2.9,5577.689453,25.0,27.0,0.056,0.0,7808.765137,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
24900,0,1,3400,-72.0,72.0,-266.0,13.0,14.0,1.3,5312.0,0.0,27.0,0.0,0.0,3616.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
25149,0,1,3400,-72.0,72.0,-268.0,8.6,14.0,1.1,23648.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
25398,0,1,3400,-72.0,72.0,-267.0,3.8,14.0,0.54,5408.0,0.0,27.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
25647,0,1,3400,-72.0,72.0,-265.0,11.0,14.0,1.3,1019.920349,50.0,27.0,0.0,0.0,12972.111328,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
25896,0,1,3400,-72.0,72.0,-269.0,11.0,14.0,1.4,13056.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
26145,0,1,3400,-72.0,72.0,-269.0,4.6,14.0,0.51,6080.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
26394,0,1,3400,-72.0,72.0,-267.0,4.5,14.0,0.5,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
26643,0,1,3400,-72.0,72.0,-263.0,4.6,14.0,0.51,5920.0,0.0,27.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
26892,0,1,3400,-72.0,72.0,-266.0,16.0,13.0,2.2,16064.0,25.0,27.0,0.0,0.0,15488.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
27141,0,1,3400,-72.0,72.0,-262.0,11.0,14.0,1.5,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
27390,0,1,3400,-72.0,72.0,-261.0,17.0,14.0,2.2,9083.665039,40.0,27.0,0.0,186.0,1561.75293,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
27639,0,1,3400,-72.0,72.0,-268.0,19.0,14.0,3.1,6816.0,50.0,27.0,0.0,0.0,13024.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
27888,0,1,3400,-72.0,72.0,-263.0,13.0,14.0,2.4,5984.0,62.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
28137,0,1,3400,-72.0,72.0,-264.0,12.0,13.0,2.3,1312.0,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
28386,0,1,3400,-72.0,72.0,-264.0,16.0,14.0,2.2,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
28635,0,1,3400,-72.0,72.0,-263.0,7.8,14.0,0.81,17472.0,0.0,27.0,0.0,0.0,14112.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
28884,0,1,3400,-72.0,72.0,-265.0,6.6,14.0,0.5,6784.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
29133,0,1,3400,-73.0,73.0,-264.0,4.8,13.0,0.5,19392.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
29382,0,1,3400,-73.0,73.0,-265.0,4.4,13.0,0.58,19027.888672,3.0,27.0,0.0,0.0,8063.745117,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
29631,0,1,3400,-73.0,73.0,-265.0,9.2,13.0,1.6,13888.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
29880,0,1,3400,-73.0,73.0,-263.0,11.0,12.0,1.5,7360.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
30129,0,1,3400,-73.0,73.0,-264.0,5.1,13.0,0.69,13632.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
30378,0,1,3400,-74.0,74.0,-265.0,11.0,13.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
30627,0,1,3400,-74.0,74.0,-266.0,5.3,12.0,0.51,18272.0,0.0,27.0,0.0,0.0,12544.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
30876,0,1,3400,-74.0,74.0,-268.0,10.0,12.0,1.5,5440.0,50.0,27.0,0.0,0.0,1568.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
31125,0,1,3400,-74.0,74.0,-266.0,16.0,12.0,2.5,0.0,100.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
31374,0,1,3400,-74.0,74.0,-265.0,15.0,12.0,2.5,0.0,100.0,27.0,0.0,0.0,1561.75293,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
31623,0,1,3400,-74.0,74.0,-265.0,7.0,12.0,0.73,23264.0,0.0,27.0,0.0,0.0,13024.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
31872,0,1,3400,-73.0,73.0,-261.0,6.6,12.0,0.65,7360.0,25.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
32121,0,1,3400,-73.0,73.0,-258.0,11.0,13.0,2.2,0.0,100.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
32370,0,1,3400,-73.0,73.0,-261.0,14.0,12.0,2.4,7904.382324,67.0,27.0,0.0,98.0,1561.75293,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
32619,0,1,3400,-73.0,73.0,-268.0,18.0,13.0,3.9,0.0,100.0,27.0,0.0,0.0,13184.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
32868,0,1,3400,-73.0,73.0,-267.0,13.0,13.0,1.5,14304.0,22.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
33117,0,1,3400,-73.0,73.0,-270.0,15.0,13.0,2.1,10592.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
33366,0,1,3400,-73.0,73.0,-264.0,13.0,13.0,1.2,16000.0,14.0,27.0,0.0,186.0,1561.75293,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
33615,0,1,3400,-73.0,73.0,-261.0,12.0,13.0,0.98,11040.0,14.0,27.0,0.0,0.0,21504.0,7.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
33864,0,1,3400,-73.0,73.0,-265.0,13.0,13.0,0.74,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
34113,0,1,3400,-73.0,73.0,-260.0,13.0,13.0,1.1,1760.0,67.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
34362,0,1,3400,-73.0,73.0,-262.0,11.0,12.0,1.7,574.0,67.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
34611,0,1,3400,-73.0,73.0,-264.0,9.2,13.0,2.3,0.0,0.0,27.0,0.0,0.0,1568.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
34860,0,1,3400,-73.0,73.0,-261.0,13.0,13.0,2.9,864.0,78.0,27.0,0.0,0.0,1568.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
35109,0,1,3400,-73.0,73.0,-262.0,12.0,13.0,1.4,21600.0,0.0,27.0,0.0,0.0,14592.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
35358,0,1,3400,-73.0,73.0,-264.0,12.0,12.0,1.3,27155.378906,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
35607,0,1,3400,-73.0,73.0,-260.0,16.0,13.0,2.5,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
35856,0,1,3400,-73.0,73.0,-265.0,17.0,13.0,2.6,7104.0,67.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
36105,0,1,3400,-73.0,73.0,-267.0,6.0,13.0,0.84,24256.0,6.0,27.0,0.0,0.0,12544.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
36354,0,1,3400,-73.0,73.0,-265.0,17.0,13.0,2.8,5131.474121,50.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
36603,0,1,3400,-73.0,73.0,-261.0,19.0,13.0,3.3,5152.0,67.0,27.0,0.0,0.0,3136.0,14.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
36852,0,1,3400,-73.0,73.0,-263.0,18.0,13.0,3.5,0.0,100.0,27.0,0.0,0.0,10976.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
37101,0,1,3400,-73.0,73.0,-261.0,17.0,13.0,2.7,2112.0,67.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
37350,0,1,3400,-73.0,73.0,-261.0,6.4,12.0,1.1,16159.362305,17.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
37599,0,1,3400,-73.0,73.0,-263.0,16.0,12.0,2.2,11104.0,12.0,27.0,0.0,0.0,14752.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
37848,0,1,3400,-73.0,73.0,-262.0,9.7,12.0,1.3,7296.0,17.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
38097,0,1,3400,-74.0,74.0,-264.0,18.0,13.0,2.9,2208.0,75.0,27.0,0.0,0.0,1568.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
38346,0,1,3400,-74.0,74.0,-263.0,19.0,12.0,4.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
38595,0,1,3400,-74.0,74.0,-264.0,4.0,12.0,1.2,8096.0,0.0,27.0,0.0,0.0,13024.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
38844,0,1,3400,-74.0,74.0,-261.0,0.004,12.0,0.5,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
39093,0,1,3400,-74.0,74.0,-263.0,0.32,11.0,0.5,19104.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
39342,0,1,3400,-75.0,75.0,-264.0,13.0,11.0,3.1,1402.390381,60.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
39591,0,1,3400,-75.0,75.0,-265.0,18.0,11.0,3.5,2496.0,67.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
39840,0,1,3400,-74.0,74.0,-265.0,14.0,11.0,2.5,4128.0,40.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
40089,0,1,3400,-74.0,74.0,-265.0,6.8,12.0,1.2,31040.0,2.0,27.0,0.0,0.0,12544.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
40338,0,1,3400,-74.0,74.0,-265.0,10.0,12.0,1.4,16127.490234,0.0,27.0,0.0,0.0,11123.505859,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
40587,0,1,3400,-74.0,74.0,-260.0,14.0,12.0,2.2,12384.0,29.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
40836,0,1,3400,-74.0,74.0,-261.0,6.7,12.0,0.64,16960.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
41085,0,1,3400,-74.0,74.0,-264.0,5.5,12.0,0.56,13696.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
41334,0,1,3400,-74.0,74.0,-270.0,7.2,12.0,0.86,13354.582031,5.0,27.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
41583,0,1,3400,-74.0,74.0,-269.0,14.0,12.0,1.6,5312.0,0.0,27.0,0.0,0.0,12576.0,0.0,0.0,0.0,0.0,1.0,1,slice_mixed,rome_slow_close,tr0,exp1,bs1,data/colosseum-oran-commag-dataset/slice_mixed/rome_slow_close/tr0/exp1/bs1/ue1.csv
